DATE/TIME(America/Asuncion),Latitud,Longitud,TK 1 BR,TK 2 BR,TK 3 BR,TK 1 STB,TK 2 STB,TK 3 STB,Velocidad,TK Diario BR,TK Diario STB,TK Gen,TK Gen AUX,Flow Rate Prop. BR,Flow Rate Prop. STB,Flow Rate Gen. BR,Flow Rate Gen. STB,Flow Rate Gen. AUX,Flow Carga Diario,Flow Carga Barcaza,Flow Carga Generador,Trip Volume Prop. BR,Trip Volume Prop. STB,Trip Volume Gen. BR,Trip Volume Gen. STB,Trip Volume Gen. AUX,Carga Diario,Carga Barcaza,Carga Generador,RPM Prop. BR,RPM Prop. STB,Remanencia Total,Caudalímetros Total,Estado
08-03-2025 17:54:47,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,9.4453,27.53,323.35999999999996,18.8906,0.0,136.8522,120.62,6988.61,1739.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11299.8941,16777245.0,0.0
08-03-2025 18:05:01,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,85.0077,33.036,323.35999999999996,18.8906,0.0,293.9788,120.62,7008.727999999999,1739.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11558.2071,16777245.0,0.0
08-03-2025 18:14:14,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,47.22650000000001,38.542,454.08,18.8906,0.0,136.8522,120.62,7008.727999999999,1743.4620000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11503.7673,16777245.0,0.0
08-03-2025 18:24:27,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,47.22650000000001,27.53,323.35999999999996,18.8906,0.0,136.8522,120.62,6988.61,1734.7759999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11333.2313,16777245.0,0.0
08-03-2025 18:34:43,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,47.22650000000001,27.53,323.35999999999996,18.8906,0.0,101.37200000000001,120.62,6988.61,1734.7759999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11297.751100000001,16777245.0,0.0
08-03-2025 18:44:57,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,85.0077,33.036,454.08,18.8906,0.0,136.8522,120.62,6988.61,1734.7759999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11507.2385,16777245.0,0.0
08-03-2025 18:55:10,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,66.11710000000001,33.036,323.35999999999996,18.8906,0.0,101.37200000000001,120.62,6968.491999999999,1730.5339999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11297.787699999999,16777245.0,0.0
08-03-2025 19:05:24,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,85.0077,33.036,454.08,18.8906,0.0,136.8522,120.62,6988.61,1730.5339999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11502.9965,16777245.0,0.0
08-03-2025 19:14:38,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,85.0077,33.036,323.35999999999996,18.8906,0.0,136.8522,120.62,6988.61,1726.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11368.0345,16777245.0,0.0
08-03-2025 19:24:52,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,85.0077,33.036,323.35999999999996,18.8906,0.0,101.37200000000001,120.62,6988.61,1726.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11332.5543,16777245.0,0.0
08-03-2025 19:35:05,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,103.8983,33.036,323.35999999999996,18.8906,0.0,136.8522,120.62,6988.61,1721.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11382.4811,16777245.0,0.0
08-03-2025 19:45:20,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,103.8983,33.036,323.35999999999996,18.8906,0.0,136.8522,120.62,6988.61,1721.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11382.4811,16777245.0,0.0
08-03-2025 19:55:34,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,122.78890000000001,33.036,454.08,18.8906,0.0,136.8522,120.62,7008.727999999999,1721.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11552.2097,16777245.0,0.0
08-03-2025 20:05:48,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,122.78890000000001,38.542,454.08,18.8906,0.0,136.8522,120.62,7008.727999999999,1721.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11557.7157,16777245.0,0.0
08-03-2025 20:15:01,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,122.78890000000001,33.036,323.35999999999996,18.8906,0.0,136.8522,120.62,6988.61,1717.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11397.1297,16777245.0,0.0
08-03-2025 20:25:15,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,122.78890000000001,38.542,454.08,18.8906,0.0,187.5382,120.62,7008.727999999999,1717.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11604.1597,16777245.0,0.0
08-03-2025 20:35:30,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,141.6795,33.036,454.08,18.8906,0.0,187.5382,120.62,7008.727999999999,1713.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11613.3023,16777245.0,0.0
